latitude  longitude
42.698996 -72.132435
42.698972 -72.132228
42.698949 -72.132021
42.698925 -72.131814
42.698852 -72.131191
42.698828 -72.130983
42.698803 -72.130776
42.698780 -72.130568
42.698707 -72.129940
42.698682 -72.129730
42.698659 -72.129520
42.698634 -72.129310
42.698610 -72.129099
42.698585 -72.128890
42.698562 -72.128680
42.698538 -72.128469
42.698513 -72.128259
42.698490 -72.128048
42.698464 -72.127837
42.698441 -72.127626
42.698391 -72.127204
42.698367 -72.126990
42.698341 -72.126778
42.698292 -72.126353
42.698269 -72.126141
42.698244 -72.125930
42.698196 -72.125506
42.698172 -72.125293
42.698102 -72.124663
42.698077 -72.124451
42.697867 -72.124069
42.697916 -72.124493
42.697940 -72.124706
42.697965 -72.124918
42.697988 -72.125129
42.698013 -72.125340
42.698038 -72.125553
42.698062 -72.125765
42.698087 -72.125976
42.698111 -72.126189
42.698160 -72.126614
42.698185 -72.126824
42.698210 -72.127039
42.698261 -72.127462
42.698285 -72.127673
42.698311 -72.127883
42.698335 -72.128093
42.698361 -72.128305
42.698385 -72.128516
42.698411 -72.128725
42.698436 -72.128935
42.698461 -72.129144
42.698486 -72.129353
42.698536 -72.129774
42.698636 -72.130612
42.698661 -72.130821
42.698686 -72.131031
42.698760 -72.131658
42.698809 -72.132078
42.698834 -72.132287
42.698857 -72.132496
42.698881 -72.132705
42.698905 -72.132914
42.698929 -72.133125
42.698953 -72.133333
42.698978 -72.133542
42.699002 -72.133751
42.699025 -72.133960
42.699050 -72.134168
42.699073 -72.134379
42.699098 -72.134586
42.699121 -72.134797
42.699146 -72.135005
42.699169 -72.135213
42.699194 -72.135423
42.699219 -72.135631
42.699242 -72.135840
42.699267 -72.136048
42.699291 -72.136256
42.699316 -72.136464
42.699340 -72.136673
42.699365 -72.136882
42.699389 -72.137091
42.699413 -72.137300
42.699438 -72.137508
42.699461 -72.137717
42.699486 -72.137927
42.699510 -72.138136
42.699560 -72.138556
42.699584 -72.138765
42.699608 -72.138974
42.699657 -72.139393
42.699779 -72.140437
42.699802 -72.140645
42.699827 -72.140853
42.699850 -72.141063
42.699738 -72.141516
42.699713 -72.141308
42.699690 -72.141098
42.699665 -72.140889
42.699642 -72.140680
42.699477 -72.139221
42.699430 -72.138802
42.699406 -72.138595
42.699383 -72.138387
42.699359 -72.138178
42.699334 -72.137971
42.699310 -72.137761
42.699286 -72.137553
42.699262 -72.137345
42.699237 -72.137140
42.699213 -72.136933
42.699189 -72.136724
42.699164 -72.136515
42.699141 -72.136307
42.699116 -72.136099
42.699093 -72.135891
42.699068 -72.135685
42.699045 -72.135476
42.699022 -72.135265
42.698998 -72.135056
42.698975 -72.134847
42.698951 -72.134637
42.698928 -72.134429
42.698903 -72.134220
42.698880 -72.134011
42.698856 -72.133803
42.698833 -72.133595
42.698810 -72.133386
42.698785 -72.133178
42.698761 -72.132968
42.698737 -72.132760
42.698713 -72.132553
42.698689 -72.132345
42.698665 -72.132138
42.698642 -72.131929
42.698617 -72.131719
42.698569 -72.131303
42.698546 -72.131095
42.698521 -72.130887
42.698498 -72.130678
42.698426 -72.130050
42.698402 -72.129842
42.698378 -72.129634
42.698353 -72.129424
42.698303 -72.129005
42.698279 -72.128795
42.698255 -72.128585
42.698229 -72.128375
42.698204 -72.128163
42.698178 -72.127952
42.698154 -72.127742
42.698129 -72.127532
42.698105 -72.127322
42.698081 -72.127109
42.698055 -72.126897
42.698032 -72.126688
42.698007 -72.126475
42.697983 -72.126265
42.697958 -72.126053
42.697935 -72.125843
42.697910 -72.125631
42.697887 -72.125420
42.697838 -72.124998
42.697814 -72.124787
42.697789 -72.124573
42.697765 -72.124361
42.697739 -72.124149
42.697578 -72.124184
42.697602 -72.124394
42.697627 -72.124605
42.697651 -72.124818
42.697676 -72.125027
42.697699 -72.125236
42.697725 -72.125448
42.697750 -72.125661
42.697775 -72.125876
42.697801 -72.126089
42.697825 -72.126303
42.697851 -72.126516
42.697876 -72.126730
42.697902 -72.126941
42.697927 -72.127156
42.697952 -72.127368
42.697978 -72.127579
42.698002 -72.127789
42.698052 -72.128208
42.698077 -72.128419
42.698102 -72.128630
42.698127 -72.128839
42.698151 -72.129048
42.698175 -72.129258
42.698200 -72.129468
42.698224 -72.129679
42.698248 -72.129888
42.698272 -72.130097
42.698297 -72.130307
42.698372 -72.130937
42.698395 -72.131146
42.698421 -72.131355
42.698470 -72.131772
42.698494 -72.131983
42.698519 -72.132192
42.698544 -72.132400
42.698567 -72.132608
42.698591 -72.132816
42.698615 -72.133025
42.698640 -72.133235
42.698663 -72.133445
42.698687 -72.133654
42.698711 -72.133862
42.698735 -72.134070
42.698759 -72.134278
42.698783 -72.134489
42.698808 -72.134697
42.698832 -72.134904
42.698856 -72.135114
42.698880 -72.135322
42.698906 -72.135531
42.698932 -72.135737
42.698956 -72.135947
42.698982 -72.136156
42.699006 -72.136365
42.699031 -72.136574
42.699056 -72.136786
42.699081 -72.136995
42.699106 -72.137203
42.699130 -72.137410
42.699154 -72.137619
42.699203 -72.138037
42.699226 -72.138245
42.699250 -72.138454
42.699274 -72.138661
42.699297 -72.138867
42.699321 -72.139074
42.699369 -72.139494
42.699393 -72.139702
42.699417 -72.139911
42.699440 -72.140121
42.699537 -72.140964
42.699585 -72.141386
42.699608 -72.141595
42.699448 -72.141629
42.699423 -72.141421
42.699400 -72.141212
42.699376 -72.141001
42.699352 -72.140792
42.699328 -72.140581
42.699305 -72.140370
42.699258 -72.139948
42.699235 -72.139739
42.699211 -72.139529
42.699188 -72.139321
42.699163 -72.139110
42.699140 -72.138903
42.699116 -72.138696
42.699093 -72.138488
42.699070 -72.138281
42.699046 -72.138074
42.699023 -72.137865
42.698998 -72.137659
42.698975 -72.137451
42.698951 -72.137244
42.698928 -72.137036
42.698905 -72.136829
42.698880 -72.136618
42.698857 -72.136410
42.698832 -72.136202
42.698808 -72.135994
42.698783 -72.135786
42.698760 -72.135577
42.698736 -72.135368
42.698711 -72.135160
42.698687 -72.134951
42.698661 -72.134744
42.698612 -72.134326
42.698588 -72.134117
42.698564 -72.133909
42.698540 -72.133700
42.698517 -72.133492
42.698492 -72.133283
42.698469 -72.133074
42.698444 -72.132866
42.698421 -72.132657
42.698375 -72.132241
42.698352 -72.132032
42.698305 -72.131614
42.698257 -72.131198
42.698209 -72.130781
42.698184 -72.130571
42.698160 -72.130363
42.698136 -72.130154
42.698111 -72.129945
42.698087 -72.129736
42.698062 -72.129525
42.698038 -72.129316
42.698013 -72.129108
42.697989 -72.128899
42.697965 -72.128689
42.697940 -72.128479
42.697916 -72.128268
42.697891 -72.128058
42.697868 -72.127849
42.697843 -72.127639
42.697819 -72.127428
42.697795 -72.127217
42.697745 -72.126791
42.697720 -72.126578
42.697696 -72.126367
42.697645 -72.125941
42.697619 -72.125725
42.697570 -72.125302
42.697545 -72.125091
42.697495 -72.124669
42.697471 -72.124459
42.697446 -72.124250
42.697285 -72.124286
42.697309 -72.124497
42.697334 -72.124709
42.697359 -72.124920
42.697385 -72.125133
42.697410 -72.125346
42.697461 -72.125768
42.697486 -72.125982
42.697511 -72.126193
42.697536 -72.126404
42.697562 -72.126615
42.697586 -72.126826
42.697611 -72.127038
42.697635 -72.127251
42.697660 -72.127461
42.697686 -72.127672
42.697710 -72.127884
42.697735 -72.128094
42.697759 -72.128305
42.697785 -72.128517
42.697810 -72.128727
42.697836 -72.128938
42.697861 -72.129147
42.697886 -72.129356
42.697912 -72.129566
42.697937 -72.129777
42.697963 -72.129985
42.697988 -72.130194
42.698013 -72.130402
42.698039 -72.130611
42.698063 -72.130820
42.698087 -72.131028
42.698111 -72.131236
42.698136 -72.131444
42.698183 -72.131861
42.698206 -72.132071
42.698231 -72.132280
42.698255 -72.132488
42.698278 -72.132697
42.698303 -72.132905
42.698326 -72.133115
42.698351 -72.133325
42.698374 -72.133533
42.698399 -72.133741
42.698424 -72.133950
42.698448 -72.134159
42.698473 -72.134368
42.698496 -72.134579
42.698520 -72.134787
42.698544 -72.134996
42.698569 -72.135203
42.698592 -72.135414
42.698617 -72.135625
42.698642 -72.135833
42.698665 -72.136041
42.698689 -72.136249
42.698712 -72.136457
42.698737 -72.136666
42.698761 -72.136876
42.698786 -72.137084
42.698811 -72.137290
42.698835 -72.137497
42.698860 -72.137705
42.698884 -72.137913
42.698910 -72.138121
42.698934 -72.138328
42.698986 -72.138742
42.699010 -72.138951
42.699035 -72.139159
42.699059 -72.139369
42.699084 -72.139577
42.699107 -72.139787
42.699132 -72.139994
42.699156 -72.140205
42.699181 -72.140416
42.699205 -72.140625
42.699228 -72.140833
42.699252 -72.141042
42.699300 -72.141460
42.699324 -72.141671
42.699139 -72.141493
42.699114 -72.141284
42.699091 -72.141075
42.699067 -72.140865
42.699043 -72.140655
42.699019 -72.140447
42.698995 -72.140237
42.698972 -72.140028
42.698947 -72.139819
42.698899 -72.139403
42.698876 -72.139194
42.698851 -72.138985
42.698827 -72.138778
42.698802 -72.138569
42.698778 -72.138361
42.698755 -72.138154
42.698729 -72.137944
42.698705 -72.137736
42.698681 -72.137529
42.698657 -72.137321
42.698633 -72.137113
42.698610 -72.136906
42.698562 -72.136488
42.698539 -72.136280
42.698515 -72.136072
42.698492 -72.135864
42.698469 -72.135655
42.698446 -72.135448
42.698423 -72.135238
42.698398 -72.135029
42.698376 -72.134820
42.698304 -72.134190
42.698281 -72.133980
42.698256 -72.133770
42.698233 -72.133560
42.698209 -72.133351
42.698184 -72.133141
42.698136 -72.132725
42.698113 -72.132516
42.698088 -72.132309
42.698065 -72.132101
42.698016 -72.131684
42.697993 -72.131476
42.697968 -72.131269
42.697945 -72.131061
42.697920 -72.130853
42.697896 -72.130644
42.697870 -72.130436
42.697846 -72.130228
42.697822 -72.130018
42.697797 -72.129809
42.697773 -72.129599
42.697747 -72.129390
42.697723 -72.129181
42.697698 -72.128971
42.697650 -72.128550
42.697625 -72.128338
42.697601 -72.128128
42.697576 -72.127916
42.697552 -72.127705
42.697527 -72.127493
42.697503 -72.127281
42.697479 -72.127066
42.697406 -72.126432
42.697356 -72.126004
42.697332 -72.125792
42.697284 -72.125369
42.697260 -72.125157
42.697234 -72.124945
42.697210 -72.124735
42.697185 -72.124525
42.697162 -72.124314
42.697136 -72.124102
42.696975 -72.124137
42.697000 -72.124349
42.697049 -72.124770
42.697074 -72.124982
42.697098 -72.125193
42.697123 -72.125404
42.697149 -72.125617
42.697173 -72.125829
42.697199 -72.126043
42.697223 -72.126257
42.697249 -72.126471
42.697272 -72.126683
42.697298 -72.126895
42.697322 -72.127106
42.697348 -72.127319
42.697373 -72.127529
42.697397 -72.127740
42.697423 -72.127950
42.697472 -72.128368
42.697497 -72.128579
42.697523 -72.128789
42.697549 -72.128998
42.697573 -72.129205
42.697598 -72.129414
42.697623 -72.129623
42.697649 -72.129833
42.697674 -72.130042
42.697699 -72.130251
42.697725 -72.130459
42.697749 -72.130667
42.697774 -72.130877
42.697798 -72.131085
42.697823 -72.131293
42.697847 -72.131500
42.697872 -72.131707
42.697895 -72.131915
42.697920 -72.132125
42.697945 -72.132333
42.697969 -72.132542
42.698016 -72.132959
42.698041 -72.133168
42.698065 -72.133379
42.698089 -72.133588
42.698113 -72.133798
42.698136 -72.134007
42.698161 -72.134216
42.698184 -72.134425
42.698209 -72.134635
42.698233 -72.134844
42.698258 -72.135052
42.698281 -72.135260
42.698305 -72.135467
42.698330 -72.135676
42.698354 -72.135883
42.698379 -72.136090
42.698403 -72.136298
42.698427 -72.136506
42.698451 -72.136714
42.698476 -72.136924
42.698501 -72.137131
42.698524 -72.137340
42.698550 -72.137548
42.698574 -72.137755
42.698599 -72.137961
42.698622 -72.138172
42.698648 -72.138379
42.698673 -72.138587
42.698697 -72.138795
42.698722 -72.139000
42.698745 -72.139208
42.698794 -72.139627
42.698819 -72.139836
42.698842 -72.140045
42.698866 -72.140253
42.698914 -72.140674
42.698939 -72.140884
42.698962 -72.141094
42.698987 -72.141305
42.699010 -72.141514
42.698850 -72.141547
42.698826 -72.141337
42.698803 -72.141127
42.698779 -72.140917
42.698756 -72.140706
42.698732 -72.140496
42.698708 -72.140284
42.698686 -72.140073
42.698662 -72.139864
42.698638 -72.139653
42.698590 -72.139235
42.698565 -72.139025
42.698542 -72.138818
42.698517 -72.138611
42.698494 -72.138404
42.698471 -72.138197
42.698446 -72.137989
42.698422 -72.137782
42.698398 -72.137577
42.698374 -72.137371
42.698350 -72.137163
42.698327 -72.136954
42.698303 -72.136743
42.698279 -72.136535
42.698256 -72.136326
42.698231 -72.136118
42.698207 -72.135909
42.698181 -72.135702
42.698157 -72.135491
42.698134 -72.135282
42.698085 -72.134865
42.698060 -72.134657
42.698036 -72.134447
42.698011 -72.134238
42.697988 -72.134029
42.697964 -72.133820
42.697942 -72.133612
42.697919 -72.133402
42.697895 -72.133192
42.697848 -72.132773
42.697825 -72.132564
42.697801 -72.132355
42.697756 -72.131936
42.697708 -72.131518
42.697684 -72.131310
42.697661 -72.131102
42.697636 -72.130893
42.697612 -72.130683
42.697588 -72.130474
42.697564 -72.130265
42.697540 -72.130056
42.697515 -72.129846
42.697491 -72.129635
42.697466 -72.129426
42.697443 -72.129216
42.697418 -72.129007
42.697394 -72.128797
42.697370 -72.128587
42.697344 -72.128376
42.697320 -72.128166
42.697294 -72.127955
42.697270 -72.127744
42.697244 -72.127535
42.697220 -72.127325
42.697195 -72.127112
42.697169 -72.126901
42.697144 -72.126690
42.697118 -72.126478
42.697093 -72.126265
42.697067 -72.126052
42.697043 -72.125839
42.696993 -72.125414
42.696970 -72.125203
42.696922 -72.124778
42.696873 -72.124356
42.696849 -72.124143
42.696688 -72.124177
42.696713 -72.124388
42.696739 -72.124599
42.696764 -72.124809
42.696789 -72.125020
42.696814 -72.125231
42.696840 -72.125442
42.696865 -72.125653
42.696889 -72.125863
42.696915 -72.126075
42.696991 -72.126712
42.697017 -72.126925
42.697041 -72.127135
42.697092 -72.127557
42.697143 -72.127981
42.697167 -72.128192
42.697192 -72.128403
42.697216 -72.128616
42.697241 -72.128826
42.697267 -72.129035
42.697291 -72.129245
42.697316 -72.129454
42.697340 -72.129664
42.697365 -72.129874
42.697388 -72.130082
42.697438 -72.130498
42.697487 -72.130916
42.697510 -72.131124
42.697535 -72.131332
42.697558 -72.131540
42.697607 -72.131957
42.697657 -72.132375
42.697706 -72.132791
42.697730 -72.132999
42.697779 -72.133416
42.697803 -72.133624
42.697828 -72.133831
42.697852 -72.134038
42.697876 -72.134246
42.697900 -72.134454
42.697924 -72.134662
42.697947 -72.134870
42.697972 -72.135078
42.697996 -72.135285
42.698021 -72.135492
42.698045 -72.135703
42.698069 -72.135911
42.698093 -72.136119
42.698117 -72.136326
42.698142 -72.136534
42.698166 -72.136742
42.698191 -72.136953
42.698216 -72.137162
42.698240 -72.137370
42.698265 -72.137577
42.698289 -72.137783
42.698338 -72.138199
42.698363 -72.138406
42.698435 -72.139028
42.698459 -72.139236
42.698483 -72.139447
42.698506 -72.139656
42.698531 -72.139865
42.698554 -72.140074
42.698578 -72.140283
42.698602 -72.140494
42.698625 -72.140703
42.698650 -72.140912
42.698673 -72.141122
42.698698 -72.141330
42.698722 -72.141539
42.698538 -72.141364
42.698514 -72.141154
42.698490 -72.140944
42.698466 -72.140733
42.698443 -72.140523
42.698419 -72.140312
42.698396 -72.140103
42.698372 -72.139895
42.698348 -72.139685
42.698324 -72.139477
42.698299 -72.139266
42.698276 -72.139057
42.698252 -72.138849
42.698228 -72.138641
42.698204 -72.138432
42.698180 -72.138224
42.698157 -72.138014
42.698132 -72.137806
42.698109 -72.137598
42.698085 -72.137390
42.698062 -72.137182
42.698038 -72.136973
42.698014 -72.136762
42.697991 -72.136554
42.697967 -72.136346
42.697944 -72.136139
42.697919 -72.135930
42.697896 -72.135722
42.697871 -72.135512
42.697848 -72.135304
42.697824 -72.135095
42.697800 -72.134886
42.697776 -72.134677
42.697751 -72.134465
42.697728 -72.134255
42.697703 -72.134046
42.697679 -72.133837
42.697655 -72.133628
42.697631 -72.133420
42.697607 -72.133209
42.697583 -72.133000
42.697560 -72.132793
42.697536 -72.132586
42.697512 -72.132378
42.697464 -72.131960
42.697441 -72.131752
42.697416 -72.131544
42.697368 -72.131128
42.697345 -72.130920
42.697319 -72.130709
42.697295 -72.130499
42.697270 -72.130290
42.697246 -72.130080
42.697222 -72.129871
42.697197 -72.129659
42.697173 -72.129449
42.697148 -72.129239
42.697124 -72.129030
42.697100 -72.128821
42.697076 -72.128611
42.697052 -72.128398
42.697027 -72.128186
42.697004 -72.127976
42.696956 -72.127553
42.696931 -72.127341
42.696907 -72.127127
42.696883 -72.126915
42.696858 -72.126701
42.696833 -72.126488
42.696808 -72.126275
42.696783 -72.126061
42.696758 -72.125848
42.696734 -72.125635
42.696708 -72.125422
42.696685 -72.125211
42.696661 -72.125001
42.696635 -72.124788
42.696610 -72.124575
42.696562 -72.124155
42.696537 -72.123944
42.696375 -72.123979
42.696399 -72.124189
42.696449 -72.124611
42.696474 -72.124821
42.696498 -72.125036
42.696524 -72.125247
42.696549 -72.125456
42.696573 -72.125670
42.696673 -72.126520
42.696698 -72.126732
42.696723 -72.126945
42.696748 -72.127154
42.696774 -72.127366
42.696798 -72.127577
42.696824 -72.127787
42.696849 -72.127997
42.696899 -72.128415
42.696925 -72.128624
42.696951 -72.128833
42.696975 -72.129041
42.697000 -72.129249
42.697024 -72.129457
42.697049 -72.129665
42.697074 -72.129876
42.697099 -72.130085
42.697124 -72.130294
42.697147 -72.130504
42.697171 -72.130713
42.697219 -72.131131
42.697268 -72.131547
42.697291 -72.131755
42.697316 -72.131962
42.697341 -72.132171
42.697364 -72.132378
42.697389 -72.132585
42.697413 -72.132793
42.697437 -72.133000
42.697485 -72.133418
42.697510 -72.133626
42.697533 -72.133835
42.697558 -72.134043
42.697581 -72.134252
42.697606 -72.134460
42.697630 -72.134670
42.697655 -72.134879
42.697678 -72.135088
42.697703 -72.135296
42.697728 -72.135503
42.697752 -72.135711
42.697778 -72.135918
42.697802 -72.136125
42.697827 -72.136333
