latitude  longitude
42.695302 -72.133746
42.695279 -72.133537
42.695256 -72.133326
42.695232 -72.133117
42.695116 -72.132073
42.695093 -72.131866
42.695068 -72.131658
42.695045 -72.131451
42.695021 -72.131243
42.694973 -72.130829
42.694924 -72.130413
42.694900 -72.130205
42.694877 -72.129996
42.694852 -72.129787
42.694828 -72.129577
42.694803 -72.129369
42.694779 -72.129160
42.694754 -72.128951
42.694731 -72.128741
42.694707 -72.128530
42.694682 -72.128320
42.694611 -72.127692
42.694563 -72.127271
42.694540 -72.127062
42.694493 -72.126639
42.694446 -72.126213
42.694421 -72.126000
42.694398 -72.125788
42.694328 -72.125145
42.694279 -72.124715
42.694254 -72.124501
42.694230 -72.124289
42.694206 -72.124076
42.694045 -72.124110
42.694069 -72.124325
42.694118 -72.124751
42.694144 -72.124966
42.694168 -72.125180
42.694194 -72.125395
42.694219 -72.125608
42.694244 -72.125821
42.694269 -72.126031
42.694342 -72.126668
42.694367 -72.126879
42.694390 -72.127089
42.694439 -72.127511
42.694462 -72.127721
42.694509 -72.128141
42.694555 -72.128561
42.694580 -72.128772
42.694604 -72.128982
42.694627 -72.129191
42.694651 -72.129401
42.694674 -72.129610
42.694699 -72.129819
42.694723 -72.130029
42.694748 -72.130238
42.694773 -72.130447
42.694797 -72.130656
42.694920 -72.131698
42.694968 -72.132115
42.694992 -72.132324
42.695015 -72.132532
42.695039 -72.132740
42.695062 -72.132947
42.695087 -72.133155
42.695134 -72.133571
42.695181 -72.133986
42.695206 -72.134194
42.695229 -72.134402
42.695253 -72.134610
42.695300 -72.135029
42.695323 -72.135238
42.695348 -72.135447
42.695372 -72.135656
42.695394 -72.135869
42.695418 -72.136078
42.695441 -72.136288
42.695465 -72.136498
42.695487 -72.136706
42.695535 -72.137124
42.695605 -72.137747
42.695843 -72.139834
42.695866 -72.140045
42.695915 -72.140464
42.696010 -72.141302
42.696033 -72.141513
42.695873 -72.141546
42.695849 -72.141334
42.695827 -72.141122
42.695803 -72.140912
42.695780 -72.140704
42.695757 -72.140492
42.695734 -72.140282
42.695711 -72.140072
42.695687 -72.139863
42.695526 -72.138406
42.695457 -72.137782
42.695432 -72.137575
42.695409 -72.137368
42.695384 -72.137160
42.695361 -72.136951
42.695338 -72.136745
42.695314 -72.136539
42.695291 -72.136330
42.695266 -72.136123
42.695243 -72.135914
42.695218 -72.135704
42.695195 -72.135494
42.695172 -72.135286
42.695148 -72.135078
42.695124 -72.134869
42.695100 -72.134659
42.695053 -72.134243
42.695007 -72.133826
42.694984 -72.133618
42.694962 -72.133408
42.694938 -72.133200
42.694916 -72.132992
42.694893 -72.132785
42.694871 -72.132577
42.694848 -72.132368
42.694826 -72.132158
42.694804 -72.131949
42.694781 -72.131741
42.694759 -72.131533
42.694735 -72.131324
42.694713 -72.131114
42.694688 -72.130903
42.694666 -72.130694
42.694642 -72.130485
42.694619 -72.130276
42.694596 -72.130068
42.694571 -72.129857
42.694548 -72.129648
42.694524 -72.129439
42.694501 -72.129232
42.694477 -72.129024
42.694454 -72.128816
42.694430 -72.128606
42.694358 -72.127980
42.694310 -72.127561
42.694286 -72.127349
42.694263 -72.127138
42.694238 -72.126929
42.694214 -72.126716
42.694188 -72.126506
42.694164 -72.126293
42.694115 -72.125869
42.694090 -72.125659
42.694016 -72.125021
42.693992 -72.124809
42.693968 -72.124598
42.693945 -72.124387
42.693920 -72.124172
42.693760 -72.124208
42.693785 -72.124423
42.693811 -72.124632
42.693835 -72.124843
42.693888 -72.125276
42.693913 -72.125482
42.693963 -72.125908
42.693988 -72.126118
42.694011 -72.126329
42.694036 -72.126540
42.694084 -72.126963
42.694108 -72.127174
42.694157 -72.127597
42.694181 -72.127808
42.694205 -72.128018
42.694229 -72.128227
42.694253 -72.128436
42.694277 -72.128644
42.694302 -72.128856
42.694326 -72.129064
42.694350 -72.129274
42.694375 -72.129482
42.694398 -72.129692
42.694447 -72.130114
42.694496 -72.130533
42.694519 -72.130742
42.694543 -72.130951
42.694566 -72.131163
42.694591 -72.131372
42.694614 -72.131582
42.694638 -72.131790
42.694661 -72.131998
42.694685 -72.132206
42.694710 -72.132415
42.694733 -72.132623
42.694758 -72.132831
42.694781 -72.133039
42.694806 -72.133246
42.694829 -72.133454
42.694854 -72.133663
42.694879 -72.133871
42.694902 -72.134080
42.694926 -72.134288
42.694950 -72.134496
42.694974 -72.134705
42.694997 -72.134915
42.695022 -72.135123
42.695045 -72.135331
42.695094 -72.135748
42.695118 -72.135958
42.695142 -72.136167
42.695166 -72.136375
42.695190 -72.136583
42.695214 -72.136791
42.695238 -72.136998
42.695263 -72.137206
42.695286 -72.137416
42.695310 -72.137625
42.695332 -72.137833
42.695356 -72.138042
42.695378 -72.138252
42.695402 -72.138462
42.695541 -72.139716
42.695706 -72.141179
42.695730 -72.141389
42.695753 -72.141602
42.695593 -72.141634
42.695570 -72.141424
42.695547 -72.141212
42.695501 -72.140794
42.695478 -72.140583
42.695455 -72.140372
42.695433 -72.140161
42.695410 -72.139951
42.695253 -72.138491
42.695231 -72.138281
42.695208 -72.138074
42.695186 -72.137867
42.695163 -72.137659
42.695140 -72.137451
42.695117 -72.137244
42.695095 -72.137036
42.695072 -72.136830
42.695025 -72.136413
42.695001 -72.136206
42.694978 -72.135997
42.694954 -72.135788
42.694931 -72.135580
42.694907 -72.135372
42.694883 -72.135164
42.694859 -72.134956
42.694834 -72.134747
42.694811 -72.134540
42.694787 -72.134332
42.694764 -72.134124
42.694739 -72.133916
42.694669 -72.133290
42.694646 -72.133080
42.694622 -72.132871
42.694575 -72.132453
42.694552 -72.132242
42.694530 -72.132033
42.694506 -72.131824
42.694483 -72.131615
42.694437 -72.131197
42.694414 -72.130988
42.694391 -72.130780
42.694368 -72.130572
42.694345 -72.130362
42.694323 -72.130154
42.694299 -72.129943
42.694278 -72.129734
42.694254 -72.129525
42.694231 -72.129315
42.694208 -72.129106
42.694186 -72.128897
42.694163 -72.128685
42.694140 -72.128477
42.694071 -72.127849
42.694046 -72.127639
42.693999 -72.127218
42.693951 -72.126798
42.693926 -72.126589
42.693903 -72.126378
42.693877 -72.126166
42.693854 -72.125956
42.693828 -72.125742
42.693804 -72.125531
42.693780 -72.125321
42.693730 -72.124892
42.693656 -72.124258
42.693568 -72.124931
42.693616 -72.125354
42.693641 -72.125566
42.693667 -72.125782
42.693690 -72.125989
42.693716 -72.126202
42.693765 -72.126625
42.693789 -72.126836
42.693814 -72.127044
42.693838 -72.127255
42.693864 -72.127464
42.693889 -72.127675
42.693913 -72.127885
42.693939 -72.128093
42.693963 -72.128303
42.693988 -72.128511
42.694012 -72.128720
42.694038 -72.128930
42.694063 -72.129139
42.694087 -72.129349
42.694112 -72.129558
42.694136 -72.129769
42.694161 -72.129978
42.694209 -72.130397
42.694234 -72.130606
42.694257 -72.130815
42.694304 -72.131235
42.694328 -72.131444
42.694350 -72.131652
42.694374 -72.131860
42.694396 -72.132070
42.694420 -72.132279
42.694444 -72.132490
42.694466 -72.132699
42.694489 -72.132908
42.694558 -72.133533
42.694582 -72.133743
42.694606 -72.133951
42.694628 -72.134158
42.694651 -72.134365
42.694698 -72.134781
42.694722 -72.134991
42.694769 -72.135407
42.694793 -72.135614
42.694817 -72.135823
42.694841 -72.136033
42.694866 -72.136241
42.694914 -72.136657
42.694938 -72.136865
42.694963 -72.137072
42.694988 -72.137281
42.695012 -72.137488
42.695036 -72.137697
42.695060 -72.137904
42.695085 -72.138111
42.695108 -72.138319
42.695133 -72.138531
42.695276 -72.139785
42.695300 -72.139994
42.695322 -72.140204
42.695370 -72.140625
42.695439 -72.141254
42.695484 -72.141674
42.695323 -72.141707
42.695299 -72.141497
42.695276 -72.141286
42.695180 -72.140447
42.695157 -72.140236
42.695133 -72.140027
42.695110 -72.139818
42.695086 -72.139609
42.694973 -72.138565
42.694928 -72.138146
42.694906 -72.137937
42.694883 -72.137729
42.694861 -72.137521
42.694837 -72.137313
42.694815 -72.137103
42.694747 -72.136480
42.694723 -72.136273
42.694701 -72.136066
42.694677 -72.135857
42.694654 -72.135648
42.694632 -72.135440
42.694609 -72.135233
42.694586 -72.135025
42.694562 -72.134815
42.694493 -72.134190
42.694469 -72.133982
42.694423 -72.133566
42.694399 -72.133359
42.694376 -72.133151
42.694351 -72.132944
42.694304 -72.132529
42.694280 -72.132320
42.694258 -72.132112
42.694233 -72.131904
42.694211 -72.131696
42.694187 -72.131488
42.694139 -72.131068
42.694116 -72.130858
42.694092 -72.130649
42.694069 -72.130439
42.694047 -72.130230
42.694022 -72.130019
42.693999 -72.129809
42.693975 -72.129599
42.693927 -72.129178
42.693905 -72.128970
42.693882 -72.128760
42.693858 -72.128550
42.693810 -72.128132
42.693787 -72.127923
42.693763 -72.127712
42.693739 -72.127499
42.693716 -72.127289
42.693692 -72.127078
42.693669 -72.126867
42.693644 -72.126655
42.693621 -72.126443
42.693597 -72.126231
42.693550 -72.125809
42.693527 -72.125596
42.693503 -72.125384
42.693479 -72.125173
42.693456 -72.124959
42.693432 -72.124750
42.693384 -72.124327
42.693246 -72.124573
42.693272 -72.124789
42.693321 -72.125214
42.693370 -72.125641
42.693395 -72.125852
42.693418 -72.126065
42.693443 -72.126277
42.693491 -72.126701
42.693515 -72.126913
42.693540 -72.127124
42.693563 -72.127335
42.693587 -72.127545
42.693612 -72.127757
42.693635 -72.127967
42.693659 -72.128177
42.693682 -72.128386
42.693706 -72.128594
42.693728 -72.128802
42.693776 -72.129219
42.693800 -72.129428
42.693825 -72.129637
42.693848 -72.129846
42.693873 -72.130054
42.693897 -72.130264
42.693921 -72.130472
42.693947 -72.130681
42.693970 -72.130890
42.694020 -72.131309
42.694095 -72.131936
42.694118 -72.132144
42.694143 -72.132353
42.694192 -72.132770
42.694217 -72.132978
42.694240 -72.133186
42.694264 -72.133395
42.694310 -72.133812
42.694334 -72.134020
42.694427 -72.134856
42.694449 -72.135066
42.694473 -72.135274
42.694495 -72.135482
42.694519 -72.135690
42.694543 -72.135898
42.694566 -72.136108
42.694589 -72.136316
42.694612 -72.136524
42.694636 -72.136732
42.694658 -72.136940
42.694682 -72.137147
42.694706 -72.137356
42.694729 -72.137564
42.694776 -72.137983
42.694822 -72.138398
42.694847 -72.138608
42.694871 -72.138815
42.694894 -72.139026
42.694919 -72.139235
42.694967 -72.139652
42.694990 -72.139861
42.695015 -72.140069
42.695064 -72.140489
42.695160 -72.141326
42.695048 -72.141779
42.695024 -72.141569
42.695001 -72.141360
42.694977 -72.141150
42.694930 -72.140730
42.694907 -72.140522
42.694860 -72.140101
42.694837 -72.139893
42.694813 -72.139683
42.694790 -72.139473
42.694766 -72.139265
42.694743 -72.139055
42.694718 -72.138846
42.694696 -72.138638
42.694672 -72.138429
42.694648 -72.138223
42.694625 -72.138016
42.694601 -72.137809
42.694578 -72.137601
42.694553 -72.137392
42.694530 -72.137184
42.694507 -72.136977
42.694483 -72.136770
42.694460 -72.136562
42.694436 -72.136354
42.694413 -72.136145
42.694390 -72.135934
42.694368 -72.135725
42.694345 -72.135516
42.694299 -72.135100
42.694276 -72.134889
42.694254 -72.134681
42.694209 -72.134265
42.694163 -72.133848
42.694140 -72.133638
42.694094 -72.133222
42.694071 -72.133014
42.694048 -72.132805
42.694024 -72.132597
42.694001 -72.132386
42.693954 -72.131969
42.693931 -72.131760
42.693907 -72.131552
42.693884 -72.131343
42.693859 -72.131133
42.693812 -72.130718
42.693789 -72.130511
42.693765 -72.130303
42.693741 -72.130093
42.693717 -72.129885
42.693692 -72.129678
42.693669 -72.129470
42.693618 -72.129052
42.693570 -72.128633
42.693546 -72.128425
42.693522 -72.128218
42.693498 -72.128008
42.693473 -72.127797
42.693449 -72.127584
42.693425 -72.127373
42.693401 -72.127161
42.693330 -72.126529
42.693305 -72.126316
42.693282 -72.126102
42.693235 -72.125677
42.693212 -72.125465
42.693189 -72.125255
42.693165 -72.125036
42.693140 -72.124823
42.693117 -72.124611
42.693093 -72.124397
42.692932 -72.124432
42.692957 -72.124646
42.692983 -72.124857
42.693007 -72.125071
42.693034 -72.125288
42.693057 -72.125500
42.693083 -72.125712
42.693157 -72.126347
42.693181 -72.126560
42.693229 -72.126982
42.693253 -72.127192
42.693301 -72.127611
42.693326 -72.127822
42.693348 -72.128032
42.693372 -72.128242
42.693394 -72.128450
42.693418 -72.128657
42.693441 -72.128867
42.693512 -72.129499
42.693537 -72.129710
42.693560 -72.129919
42.693584 -72.130128
42.693607 -72.130339
42.693632 -72.130548
42.693656 -72.130758
42.693680 -72.130966
42.693728 -72.131385
42.693753 -72.131593
42.693776 -72.131801
42.693801 -72.132009
42.693824 -72.132216
42.693849 -72.132424
42.693874 -72.132634
42.693897 -72.132842
42.693921 -72.133050
42.693944 -72.133257
42.693992 -72.133672
42.694017 -72.133881
42.694041 -72.134088
42.694064 -72.134296
42.694089 -72.134503
42.694112 -72.134709
42.694137 -72.134916
42.694160 -72.135125
42.694185 -72.135332
42.694209 -72.135540
42.694233 -72.135747
42.694257 -72.135956
42.694304 -72.136374
42.694327 -72.136583
42.694351 -72.136791
42.694373 -72.137001
42.694396 -72.137209
42.694420 -72.137418
42.694442 -72.137627
42.694466 -72.137837
42.694488 -72.138045
42.694534 -72.138459
42.694559 -72.138668
42.694582 -72.138877
42.694605 -72.139085
42.694652 -72.139503
42.694677 -72.139711
42.694700 -72.139923
42.694724 -72.140132
42.694754 -72.141846
42.694730 -72.141634
42.694708 -72.141422
42.694685 -72.141211
42.694616 -72.140580
42.694594 -72.140369
42.694571 -72.140159
42.694525 -72.139740
42.694503 -72.139530
42.694479 -72.139321
42.694456 -72.139110
42.694432 -72.138902
42.694409 -72.138692
42.694386 -72.138482
42.694362 -72.138275
42.694338 -72.138066
42.694314 -72.137857
42.694291 -72.137649
42.694267 -72.137441
42.694243 -72.137231
42.694220 -72.137023
42.694195 -72.136816
42.694172 -72.136609
42.694148 -72.136401
42.694100 -72.135985
42.694077 -72.135776
42.694029 -72.135360
42.694006 -72.135152
42.693981 -72.134944
42.693958 -72.134736
42.693934 -72.134527
42.693911 -72.134318
42.693865 -72.133901
42.693842 -72.133690
42.693819 -72.133482
42.693797 -72.133273
42.693773 -72.133064
42.693751 -72.132854
42.693727 -72.132646
42.693705 -72.132436
42.693682 -72.132227
42.693658 -72.132018
42.693636 -72.131809
42.693612 -72.131601
42.693589 -72.131393
42.693565 -72.131183
42.693542 -72.130975
42.693518 -72.130766
42.693495 -72.130557
42.693472 -72.130348
42.693447 -72.130139
42.693424 -72.129930
42.693400 -72.129721
42.693377 -72.129512
42.693352 -72.129302
42.693306 -72.128881
42.693282 -72.128673
42.693258 -72.128463
42.693234 -72.128254
42.693210 -72.128045
42.693186 -72.127833
42.693162 -72.127620
42.693138 -72.127408
42.693065 -72.126776
42.693041 -72.126564
42.692968 -72.125930
42.692944 -72.125717
42.692920 -72.125507
42.692872 -72.125081
42.692847 -72.124870
42.692824 -72.124659
42.692799 -72.124445
42.692664 -72.124698
42.692713 -72.125119
42.692739 -72.125333
42.692763 -72.125547
42.692788 -72.125753
42.692812 -72.125962
42.692861 -72.126382
42.692884 -72.126593
42.692933 -72.127014
42.692958 -72.127224
42.693031 -72.127857
42.693055 -72.128068
42.693079 -72.128277
42.693102 -72.128485
42.693127 -72.128693
42.693151 -72.128903
42.693175 -72.129115
42.693200 -72.129324
42.693223 -72.129533
42.693248 -72.129741
42.693271 -72.129949
42.693295 -72.130157
42.693318 -72.130368
42.693366 -72.130783
42.693388 -72.130992
42.693412 -72.131200
42.693436 -72.131411
42.693460 -72.131619
42.693482 -72.131828
42.693507 -72.132036
42.693555 -72.132453
42.693580 -72.132662
42.693604 -72.132870
42.693628 -72.133076
42.693700 -72.133698
42.693749 -72.134114
42.693772 -72.134321
42.693797 -72.134529
42.693819 -72.134738
42.693843 -72.134946
42.693866 -72.135156
42.693890 -72.135364
42.693912 -72.135572
42.693960 -72.135988
42.693983 -72.136199
42.694007 -72.136406
42.694077 -72.137026
42.694102 -72.137232
42.694175 -72.137856
42.694198 -72.138064
42.694223 -72.138272
42.694246 -72.138479
42.694270 -72.138689
42.694295 -72.138898
42.694318 -72.139108
42.694389 -72.139737
42.694436 -72.140153
42.694459 -72.140361
42.694624 -72.141829
42.694440 -72.141652
42.694417 -72.141442
42.694393 -72.141232
42.694323 -72.140601
42.694301 -72.140391
42.694277 -72.140184
42.694253 -72.139975
42.694229 -72.139764
42.694206 -72.139553
42.694182 -72.139344
42.694159 -72.139132
42.694135 -72.138923
42.694112 -72.138713
42.694089 -72.138501
42.694065 -72.138292
42.694042 -72.138083
42.694018 -72.137874
42.693995 -72.137666
42.693971 -72.137458
42.693948 -72.137247
42.693926 -72.137038
42.693902 -72.136831
42.693880 -72.136624
42.693856 -72.136415
42.693833 -72.136207
42.693810 -72.135996
42.693788 -72.135787
42.693765 -72.135578
42.693742 -72.135370
42.693719 -72.135162
42.693695 -72.134952
42.693672 -72.134744
42.693649 -72.134535
42.693626 -72.134327
42.693602 -72.134120
42.693580 -72.133913
42.693532 -72.133494
42.693486 -72.133077
42.693439 -72.132660
42.693392 -72.132240
42.693367 -72.132031
42.693319 -72.131612
42.693271 -72.131193
42.693248 -72.130985
42.693223 -72.130776
42.693200 -72.130568
42.693177 -72.130360
42.693153 -72.130150
42.693130 -72.129941
42.693105 -72.129732
42.693083 -72.129523
42.693058 -72.129314
42.693035 -72.129104
42.692988 -72.128681
42.692965 -72.128470
42.692941 -72.128262
42.692918 -72.128050
42.692893 -72.127840
42.692845 -72.127415
42.692820 -72.127205
42.692724 -72.126363
42.692700 -72.126153
42.692675 -72.125941
42.692652 -72.125729
42.692604 -72.125304
42.692580 -72.125088
42.692556 -72.124876
42.692532 -72.124660
42.692508 -72.124448
42.692348 -72.124483
42.692372 -72.124690
42.692422 -72.125114
42.692447 -72.125324
42.692472 -72.125538
42.692497 -72.125751
42.692522 -72.125961
42.692545 -72.126169
42.692594 -72.126592
42.692667 -72.127226
42.692691 -72.127437
42.692716 -72.127647
42.692742 -72.127858
42.692765 -72.128068
42.692790 -72.128277
42.692813 -72.128486
42.692837 -72.128693
42.692860 -72.128902
42.692884 -72.129113
42.692909 -72.129322
42.692932 -72.129531
42.692956 -72.129739
42.692978 -72.129948
42.693002 -72.130156
42.693025 -72.130364
42.693049 -72.130572
42.693073 -72.130780
42.693096 -72.130989
42.693120 -72.131197
42.693144 -72.131406
42.693168 -72.131614
42.693192 -72.131822
42.693241 -72.132237
42.693266 -72.132445
42.693291 -72.132654
42.693315 -72.132861
42.693340 -72.133069
42.693388 -72.133485
42.693411 -72.133692
42.693436 -72.133901
42.693483 -72.134316
42.693507 -72.134523
42.693530 -72.134731
42.693554 -72.134937
42.693576 -72.135145
42.693600 -72.135352
42.693623 -72.135560
42.693647 -72.135768
42.693671 -72.135976
42.693694 -72.136185
42.693718 -72.136392
42.693741 -72.136599
42.693765 -72.136806
42.693788 -72.137014
42.693812 -72.137223
42.693859 -72.137640
42.693883 -72.137848
42.693906 -72.138057
42.693930 -72.138265
42.693953 -72.138474
42.694000 -72.138892
42.694023 -72.139099
42.694047 -72.139308
42.694070 -72.139516
42.694094 -72.139725
42.694118 -72.139936
42.694165 -72.140349
42.694189 -72.140559
42.694333 -72.141818
42.694173 -72.141851
42.694150 -72.141640
42.694127 -72.141429
42.694103 -72.141218
42.694081 -72.141007
42.694035 -72.140585
42.694012 -72.140374
42.693988 -72.140164
42.693965 -72.139954
42.693940 -72.139742
42.693918 -72.139532
42.693894 -72.139323
42.693870 -72.139114
42.693846 -72.138905
42.693823 -72.138695
42.693800 -72.138484
42.693776 -72.138275
42.693753 -72.138065
42.693729 -72.137856
42.693707 -72.137648
42.693683 -72.137440
42.693660 -72.137230
42.693637 -72.137020
42.693614 -72.136813
42.693591 -72.136606
42.693567 -72.136398
42.693544 -72.136190
42.693520 -72.135981
42.693497 -72.135772
42.693474 -72.135564
42.693449 -72.135356
42.693426 -72.135147
42.693401 -72.134937
42.693378 -72.134730
42.693354 -72.134521
42.693282 -72.133895
42.693236 -72.133474
42.693213 -72.133265
42.693189 -72.133056
42.693167 -72.132847
42.693143 -72.132638
42.693120 -72.132427
42.693097 -72.132218
42.693074 -72.132010
42.693051 -72.131801
42.693004 -72.131383
42.692979 -72.131173
42.692957 -72.130963
42.692933 -72.130754
42.692910 -72.130545
42.692887 -72.130336
42.692863 -72.130125
42.692839 -72.129915
42.692815 -72.129705
42.692792 -72.129495
42.692768 -72.129286
42.692745 -72.129076
42.692721 -72.128863
42.692697 -72.128654
42.692674 -72.128446
42.692650 -72.128237
42.692626 -72.128028
42.692602 -72.127820
42.692578 -72.127607
42.692555 -72.127397
42.692481 -72.126764
42.692457 -72.126553
42.692433 -72.126342
42.692409 -72.126129
42.692361 -72.125710
42.692286 -72.125060
42.692262 -72.124849
42.692238 -72.124635
42.692077 -72.124673
42.692103 -72.124884
42.692127 -72.125097
42.692176 -72.125518
42.692201 -72.125729
42.692227 -72.125942
42.692250 -72.126151
42.692276 -72.126361
42.692299 -72.126571
42.692348 -72.126991
42.692373 -72.127201
42.692397 -72.127410
42.692422 -72.127620
42.692446 -72.127831
42.692470 -72.128039
42.692494 -72.128248
42.692517 -72.128456
42.692542 -72.128663
42.692565 -72.128873
42.692590 -72.129084
42.692614 -72.129293
42.692638 -72.129501
42.692662 -72.129708
42.692685 -72.129916
42.692710 -72.130124
42.692733 -72.130335
42.692758 -72.130543
42.692782 -72.130753
42.692805 -72.130961
42.692829 -72.131169
42.692853 -72.131379
42.692877 -72.131587
42.692925 -72.132006
42.692972 -72.132421
42.692996 -72.132631
42.693019 -72.132838
42.693043 -72.133046
42.693066 -72.133253
42.693113 -72.133667
42.693137 -72.133875
42.693162 -72.134081
42.693232 -72.134701
42.693256 -72.134908
42.693279 -72.135117
42.693303 -72.135325
42.693325 -72.135533
42.693349 -72.135741
42.693374 -72.135948
42.693397 -72.136158
42.693421 -72.136366
42.693444 -72.136573
42.693469 -72.136780
42.693491 -72.136986
42.693516 -72.137192
42.693541 -72.137400
42.693564 -72.137607
42.693588 -72.137813
42.693611 -72.138021
42.693635 -72.138229
42.693658 -72.138437
42.693682 -72.138647
42.693706 -72.138856
42.693729 -72.139065
42.693753 -72.139274
42.693775 -72.139483
42.693799 -72.139693
42.693822 -72.139904
42.693847 -72.140114
42.693870 -72.140324
42.693851 -72.141612
42.693828 -72.141401
42.693710 -72.140349
42.693685 -72.140138
42.693662 -72.139928
42.693638 -72.139715
42.693615 -72.139506
42.693591 -72.139296
42.693569 -72.139086
42.693545 -72.138875
42.693523 -72.138665
42.693477 -72.138243
42.693454 -72.138033
42.693430 -72.137824
42.693408 -72.137616
42.693362 -72.137197
42.693339 -72.136990
42.693314 -72.136782
42.693267 -72.136367
42.693245 -72.136158
42.693221 -72.135948
42.693198 -72.135740
42.693176 -72.135530
42.693152 -72.135322
42.693106 -72.134903
42.693083 -72.134696
42.693059 -72.134488
42.693037 -72.134279
42.693013 -72.134071
42.692990 -72.133863
42.692943 -72.133446
42.692920 -72.133237
42.692896 -72.133029
42.692873 -72.132820
42.692849 -72.132612
42.692825 -72.132402
42.692801 -72.132193
42.692776 -72.131984
42.692753 -72.131774
42.692728 -72.131564
42.692681 -72.131144
42.692633 -72.130725
42.692610 -72.130516
42.692587 -72.130307
42.692564 -72.130097
42.692541 -72.129887
42.692517 -72.129679
42.692494 -72.129469
42.692470 -72.129261
42.692447 -72.129050
42.692423 -72.128837
42.692399 -72.128628
42.692377 -72.128418
42.692352 -72.128207
42.692329 -72.127997
42.692305 -72.127786
42.692281 -72.127573
42.692258 -72.127361
42.692210 -72.126938
42.692185 -72.126726
42.692162 -72.126516
42.692138 -72.126305
42.692114 -72.126095
42.692089 -72.125882
42.692066 -72.125672
42.692043 -72.125462
42.692019 -72.125249
42.691994 -72.125032
42.691970 -72.124825
42.691946 -72.124612
42.691921 -72.124398
42.691760 -72.124432
42.691784 -72.124645
42.691809 -72.124853
42.691858 -72.125283
42.691882 -72.125496
42.691906 -72.125703
42.691931 -72.125917
42.691955 -72.126126
42.692002 -72.126547
42.692027 -72.126756
42.692050 -72.126965
42.692075 -72.127175
42.692099 -72.127386
42.692124 -72.127594
42.692149 -72.127805
42.692172 -72.128013
42.692197 -72.128221
42.692220 -72.128429
42.692244 -72.128637
42.692268 -72.128845
42.692292 -72.129055
42.692317 -72.129262
42.692340 -72.129471
42.692364 -72.129679
42.692387 -72.129887
42.692411 -72.130096
42.692434 -72.130307
42.692458 -72.130515
42.692553 -72.131351
42.692577 -72.131558
42.692601 -72.131766
42.692649 -72.132181
42.692674 -72.132388
42.692699 -72.132598
42.692722 -72.132805
42.692746 -72.133013
42.692770 -72.133220
42.692794 -72.133428
42.692817 -72.133637
42.692841 -72.133847
42.692865 -72.134055
42.692888 -72.134263
42.692911 -72.134470
42.692934 -72.134678
42.692958 -72.134886
42.692980 -72.135095
42.693004 -72.135302
42.693026 -72.135510
42.693050 -72.135718
42.693074 -72.135925
42.693096 -72.136135
42.693120 -72.136342
42.693142 -72.136550
42.693166 -72.136756
42.693237 -72.137380
42.693259 -72.137588
42.693306 -72.138001
42.693330 -72.138208
42.693353 -72.138416
42.693378 -72.138627
42.693402 -72.138835
42.693425 -72.139041
42.693449 -72.139249
42.693472 -72.139455
42.693497 -72.139662
42.693520 -72.139872
42.693545 -72.140080
42.693568 -72.140292
42.693592 -72.140501
42.693733 -72.141762
42.693572 -72.141794
42.693526 -72.141377
42.693502 -72.141166
42.693479 -72.140956
42.693432 -72.140535
42.693409 -72.140323
42.693385 -72.140110
42.693362 -72.139898
42.693337 -72.139687
42.693314 -72.139477
42.693290 -72.139269
42.693267 -72.139061
42.693243 -72.138852
42.693196 -72.138430
42.693172 -72.138222
42.693150 -72.138014
42.693126 -72.137807
42.693103 -72.137599
42.693079 -72.137391
42.693056 -72.137181
42.693034 -72.136972
42.693010 -72.136764
42.692964 -72.136347
42.692942 -72.136137
42.692918 -72.135926
42.692896 -72.135716
42.692874 -72.135507
42.692850 -72.135298
42.692828 -72.135089
42.692804 -72.134879
42.692781 -72.134671
42.692756 -72.134463
42.692734 -72.134254
42.692709 -72.134046
42.692687 -72.133838
42.692664 -72.133627
42.692640 -72.133418
42.692617 -72.133209
42.692570 -72.132792
42.692547 -72.132584
42.692524 -72.132373
42.692501 -72.132163
42.692477 -72.131954
42.692407 -72.131328
42.692359 -72.130908
42.692334 -72.130698
42.692311 -72.130489
42.692288 -72.130280
42.692263 -72.130070
42.692215 -72.129650
42.692192 -72.129441
42.692168 -72.129232
42.692145 -72.129023
42.692122 -72.128812
42.692097 -72.128602
42.692075 -72.128392
42.692051 -72.128183
42.692029 -72.127974
42.692005 -72.127764
42.691982 -72.127553
42.691959 -72.127342
42.691934 -72.127131
42.691887 -72.126710
42.691839 -72.126285
42.691767 -72.125650
42.691744 -72.125440
42.691719 -72.125224
42.691694 -72.125005
42.691669 -72.124793
42.691645 -72.124579
42.691621 -72.124367
42.691460 -72.124401
42.691485 -72.124618
42.691509 -72.124828
42.691559 -72.125254
42.691583 -72.125469
42.691608 -72.125677
42.691657 -72.126099
42.691730 -72.126728
42.691753 -72.126937
42.691777 -72.127147
42.691872 -72.127987
42.691896 -72.128196
42.691919 -72.128405
42.691943 -72.128615
42.691967 -72.128824
42.691991 -72.129034
42.692016 -72.129242
42.692039 -72.129451
42.692111 -72.130075
42.692135 -72.130285
42.692183 -72.130701
42.692206 -72.130909
42.692230 -72.131116
42.692253 -72.131326
42.692277 -72.131533
42.692300 -72.131742
42.692324 -72.131950
42.692347 -72.132159
42.692370 -72.132367
42.692394 -72.132576
42.692416 -72.132784
42.692440 -72.132992
42.692463 -72.133200
42.692487 -72.133408
42.692510 -72.133616
42.692534 -72.133824
42.692582 -72.134238
