0,0,0
0.01,4.91347889571247,2.60197876631995
0.02,9.81210156293257,5.18552597290603
0.03,14.6959708529853,7.75072790257855
0.04,19.565188566737,10.2976699382434
0.05,24.4198554683579,12.8264365748324
0.06,29.2600712988549,15.3371114310476
0.07,34.0859347893803,17.8297772609139
0.08,38.8975436743197,20.3045159651436
0.09,43.6949947041644,22.7614086023168
0.1,48.4783836581715,25.2005353998804
0.11,53.2478053568173,27.6219757649709
0.12,58.003353674046,30.025808295063
0.13,62.7451215493204,32.412110788448
0.14,67.4732009994752,34.7809602545454
0.15,72.1876831303798,37.1324329240508
0.16,76.8886581484122,39.4666042589232
0.17,81.576215371748,41.783548962215
0.18,86.2504432414692,44.0833409877474
0.19,90.9114293324946,46.3660535496349
0.2,95.5592603643364,48.6317591316608
0.21,100.194022211686,50.8805294965076
0.22,104.81579991483,53.1124356948434
0.23,109.424677689906,55.3275480742699
0.24,114.020738938994,57.5259362881311
0.25,118.604066260048,59.7076693041883
0.26,123.174741456672,61.8728154131623
0.27,127.732845547753,64.0214422371455
0.28,132.278458776928,66.1536167378874
0.29,136.811660621916,68.2694052249535
0.3,141.332529803702,70.3688733637633
0.31,145.841144295582,72.4520861835063
0.32,150.337581332059,74.5191080849408
0.33,154.82191741762,76.5700028480762
0.34,159.29422833536,78.6048336397412
0.35,163.75458915549,80.6236630210409
0.36,168.203074243705,82.6265529547032
0.37,172.639757269432,84.6135648123184
0.38,177.064711213947,86.5847593814721
0.39,181.47800837838,88.5401968727751
0.4,185.879720391585,90.4799369267906
0.41,190.269918217907,92.4040386208614
0.42,194.648672164825,94.3125604758394
0.43,199.016051890477,96.2055604627175
0.44,203.372126411089,98.0830960091674
0.45,207.716964108272,99.9452240059842
0.46,212.050632736233,101.792000813439
0.47,216.373199428864,103.623482267542
0.48,220.684730706734,105.439723686218
0.49,224.985292483979,107.240779875393
0.5,229.274950075088,109.026705135001
0.51,233.553768201591,110.797553264897
0.52,237.821810998655,112.5533775707
0.53,242.079142021575,114.294230869546
0.54,246.325824252182,116.020165495766
0.55,250.561920105148,117.731233306487
0.56,254.787491434212,119.427485687151
0.57,259.002599538305,121.108973556963
0.58,263.207305167595,122.775747374267
0.59,267.401668529449,124.427857141844
0.6,271.585749294297,126.065352412139
0.61,275.75960660143,127.688282292428
0.62,279.9232990647,129.296695449896
0.63,284.076884778156,130.890640116671
0.64,288.220421321584,132.47016409477
0.65,292.353965765982,134.035314760994
0.66,296.477574678956,135.586139071753
0.67,300.591304130034,137.122683567825
0.68,304.695209695915,138.644994379059
0.69,308.789346465642,140.153117229013
0.7,312.873769045701,141.647097439531
0.71,316.948531565052,143.126979935263
0.72,321.013687680094,144.592809248128
0.73,325.069290579554,146.044629521713
0.74,329.115392989318,147.482484515628
0.75,333.152047177192,148.90641760979
0.76,337.179304957596,150.316471808666
0.77,341.197217696198,151.712689745458
0.78,345.205836314485,153.095113686231
0.79,349.205211294273,154.463785533997
0.8,353.195392682153,155.818746832739
0.81,357.176430093879,157.160038771397
0.82,361.1483727187,158.487702187792
0.83,365.111269323633,159.801777572509
0.84,369.065168257674,161.102305072733
0.85,373.010117455964,162.389324496033
0.86,376.946164443888,163.662875314102
0.87,380.873356341127,164.922996666458
0.88,384.791739865659,166.169727364088
0.89,388.701361337699,167.403105893058
0.9,392.602266683594,168.623170418077
0.91,396.494501439668,169.829958786018
0.92,400.378110756013,171.023508529394
0.93,404.253139400229,172.203856869802
0.94,408.119631761128,173.371040721315
0.95,411.977631852372,174.525096693843
0.96,415.827183316081,175.666061096449
0.97,419.668329426382,176.793969940634
0.98,423.501113092924,177.90885894357
0.99,427.325576864338,179.010763531314
1,431.14176293166,180.099718841969
1.01,434.949713131706,181.175759728818
1.02,438.749468950409,182.238920763419
1.03,442.541071526111,183.289236238666
1.04,446.324561652814,184.326740171816
1.05,450.09997978339,185.351466307478
1.06,453.867366032754,186.363448120574
1.07,457.62676018099,187.362718819264
1.08,461.378201676451,188.349311347839
1.09,465.121729638806,189.323258389582
1.1,468.857382862061,190.284592369596
1.11,472.585199817536,191.233345457605
1.12,476.305218656809,192.169549570719
1.13,480.017477214621,193.093236376177
1.14,483.722013011754,194.004437294048
1.15,487.418863257857,194.903183499917
1.16,491.10806485426,195.789505927532
1.17,494.789654396733,196.663435271424
1.18,498.463668178229,197.525001989508
1.19,502.130142191581,198.374236305642
1.2,505.789112132175,199.211168212172
1.21,509.440613400589,200.035827472443
1.22,513.084681105199,200.848243623286
1.23,516.721350064756,201.648445977479
1.24,520.350654810932,202.436463626185
1.25,523.972629590836,203.212325441357
1.26,527.587308369503,203.976060078129
1.27,531.194724832348,204.727695977175
1.28,534.794912387597,205.467261367045
1.29,538.38790416869,206.194784266483
1.3,541.973733036651,206.910292486712
1.31,545.552431582438,207.613813633705
1.32,549.124032129258,208.30537511043
1.33,552.688566734863,208.985004119068
1.34,556.246067193816,209.652727663219
1.35,559.79656503973,210.308572550078
1.36,563.340091547488,210.95256539259
1.37,566.876677735429,211.584732611592
1.38,570.406354367518,212.205100437922
1.39,573.929151955486,212.813694914518
1.4,577.445100760951,213.410541898493
1.41,580.954230797508,213.995667063188
1.42,584.456571832806,214.569095900205
1.43,587.952153390595,215.130853721428
1.44,591.44100475275,215.680965661018
1.45,594.923154961282,216.219456677386
1.46,598.398632820314,216.74635155516
1.47,601.867466898047,217.261674907118
1.48,605.329685528697,217.765451176119
1.49,608.785316814417,218.257704637
1.5,612.234388627197,218.738459398469
1.51,615.676928610738,219.20773940497
1.52,619.112964182317,219.665568438542
